,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
33152,JG_510000164308,乐山现代妇产医院,511102,二级未评等
33154,JG_510000008070,南充市高坪区青居中心卫生院,511303,未评级未评等
33157,JG_510113001AAH,成都青白江刘氏同康医院,510113,一级未评等
33158,JG_510000148391,成都市温江区第三人民医院,510115,三级乙等
33753,JG_510000002572,乐山市沙湾区人民医院,511111,二级甲等
33781,JG_510000013682,宁南县六铁镇卫生院（六铁镇妇幼保健计划生育服务站）,513427,未评级未评等
33782,JG_510000189110,武胜德重医院,511622,一级未评等
33837,JG_510000921468,达州市达川区仰天湾社区卫生服务站,511703,未评级未评等
33840,JG_5100001929930,芦山勇康医院,511826,未评级未评等
33851,JG_510000012266,金川县勒乌镇第二卫生院,513226,未评级未评等
33852,JG_510000010620,渠县龙凤镇卫生院,511725,未评级未评等
33859,JG_510000004744,邛崃市高埂街道卫生院,510183,未评级未评等
33871,JG_510000002976,宜宾目乐眼科医院,511502,一级未评等
33872,JG_510000008204,南部县升钟中心卫生院,511321,未评级未评等
33886,JG_510000010064,通川区凤北社区卫生服务中心,511702,未评级未评等
33888,JG_510000011138,巴州区曾口中心卫生院,511902,未评级未评等
33890,JG_510000025116,泸县惠众医院,510521,一级未评等
33915,JG_510000160186,邻水县鼎屏社区卫生服务中心,511623,未评级未评等
33916,JG_510000197958,成都市成华区第七人民医院,510108,二级未评等
33928,JG_510000001592,大安区老年病医院,510304,二级未评等
33974,JG_510000X55737,泸州泰康精神专科医院,510502,二级未评等
33975,JG_510000007458,隆昌市响石镇中心卫生院,511083,未评级未评等
34011,JG_510000188082,荣县广顺医院,510321,一级甲等
34028,JG_510000174102,邛崃通康医院,510183,一级未评等
34044,JG_510000006804,剑阁县武连镇中心卫生院,510823,未评级未评等
34064,JG_510000919418,广元泰华疼痛专科医院,510802,二级未评等
34065,JG_510000011822,安岳县华严镇卫生院,512021,未评级未评等
34075,JG_510000X00422,都江堰仁爱康复医院,510181,一级未评等
34082,JG_510000X20618,成都市青白江区第三人民医院,510113,二级未评等
34328,JG_510000005306,泸县奇峰中心卫生院,510521,未评级未评等
34329,JG_510000011426,南江县长赤镇中心卫生院,511922,未评级未评等
34356,JG_510000006134,盐亭县大兴回族乡卫生院,510723,未评级未评等
34380,JG_510000009372,宜宾市南溪区刘家镇卫生院,511503,未评级未评等
34389,JG_510000X37752,三台芦桥医院,510722,一级未评等
34391,JG_510000160456,达州骨科医院,511703,二级甲等
34416,JG_510000010032,邻水县袁市镇卫生院,511623,未评级未评等
34420,JG_510000202404,金堂正康老年病医院,510121,二级未评等
34664,JG_510000013734,普格县螺髻山镇卫生院特补分院,513428,未评级未评等
34666,JG_510000010342,宣汉县毛坝镇卫生院,511722,未评级未评等
34668,JG_510000004986,荣县鼎新镇卫生院,510321,未评级未评等
34677,JG_510000X02793,万源联海精神病医院,511781,未评级未评等
34678,JG_510000003514,汉源县人民医院,511823,三级乙等
34812,JG_510000001586,自贡市中医医院,510304,三级甲等
34878,JG_510000007098,蓬溪县新会镇卫生院,510921,未评级未评等
34879,JG_510000006238,梓潼县大新卫生院,510725,未评级未评等
34883,JG_510000013840,金阳县南瓦镇卫生院,513430,未评级未评等
34884,JG_510000007178,射洪市精神卫生中心（射洪市大榆中心卫生院）,510981,未评级未评等
34885,JG_510000008686,仪陇县先锋镇卫生院,511324,未评级未评等
34891,JG_510000925486,泸州华健精神康复医院,510524,二级未评等
34976,JG_510000012128,茂县洼底镇卫生院,513223,未评级未评等
34977,JG_510000008026,南充市高坪区第三人民医院(南充市高坪区东观中心卫生院),511303,未评级未评等
35002,JG_510000003978,会理市中医医院,513402,二级甲等
35050,JG_510000904003,安岳仁安医院有限公司,512021,一级未评等
35051,JG_510000183200,米易长康医院,510421,一级未评等
35052,JG_510000009522,高县蕉村镇卫生院,511525,未评级未评等
35056,JG_510000X65115,高县康诺医院（高县罗场镇卫生院）,511525,未评级未评等
35072,JG_510000009652,兴文县大河苗族乡卫生院,511528,未评级未评等
35073,JG_510000000956,四川大学华西医院,510107,三级甲等
35416,JG_510000014392,美姑县龙门乡卫生院,513436,未评级未评等
35417,JG_510000173938,仁和区仁和社区卫生服务中心,510411,未评级未评等
35426,JG_510000910998,新津岷江颐养居康复医疗中心,510118,未评级未评等
35428,JG_510000003898,凉山彝族自治州第二人民医院,513401,三级甲等
35477,JG_510000014812,罗江县万安镇景乐社区卫生服务站,510604,未评级未评等
35480,JG_510000183678,巴中仁达医院,511902,未评级未评等
35486,JG_510000011762,安岳县李家镇中心卫生院,512021,未评级未评等
35494,JG_510000013248,木里县屋脚乡卫生院,513422,未评级未评等
35495,JG_510000007240,内江市市中区白马镇中心卫生院,511002,未评级未评等
35503,JG_510000202014,会理和昌中西医结合医院,513402,一级未评等
35507,JG_510000007130,蓬溪县任隆中心卫生院,510921,未评级未评等
35511,JG_510000183980,宣汉济民医院,511722,一级未评等
35515,JG_510000008832,阆中市洪山镇中心卫生院,511381,未评级未评等
35525,JG_510000006374,江油市彰明镇卫生院,510781,未评级未评等
35531,JG_510000X87700,富顺福民中医医院,510322,一级未评等
35548,JG_510000003728,小金县人民医院,513227,二级甲等
35565,JG_510000930762,蓬安泰和玉都康复医疗中心,511323,未评级未评等
35566,JG_510000003644,简阳市中医医院,510185,三级甲等
35668,JG_510000011786,安岳县岳源乡卫生院,512021,未评级未评等
35670,JG_510000906471,渠县爱视眼科医院,511725,未评级未评等
35673,JG_510000005326,泸县嘉明镇卫生院,510521,未评级未评等
35765,JG_510000182288,三台四平医院,510722,一级未评等
35769,JG_510000X14549,绵阳华厦眼科医院,510703,二级未评等
35776,JG_510000009022,眉山市东坡区尚义镇卫生院,511402,未评级未评等
35799,JG_510000001556,自贡博爱医院,510302,一级甲等
35800,JG_510000147585,通江茹氏骨科医院,511921,二级乙等
35803,JG_510000159894,西昌东大医院,513401,一级乙等
35804,JG_510000001626,富顺侨兴医院,510322,一级甲等
35809,JG_510000925456,射洪铭仁综合医院,510981,一级未评等
35825,JG_510000201142,西充县城北新区社区卫生服务中心,511325,未评级未评等
35827,JG_510000007760,夹江县吴场镇中心卫生院,511126,未评级未评等
35834,JG_510000002878,眉山肿瘤医院,511402,三级未评等
35862,JG_510000201976,甘洛县中彝医院,513435,未评级未评等
35863,JG_510000007598,乐山市五通桥区金山镇辉山卫生院,511112,未评级未评等
35875,JG_510000003650,简阳施家金玉医院,510185,未评级未评等
35887,JG_510000202274,成都青白江正福医院,510113,一级未评等
35890,JG_510000188706,雷波百信医院,513437,二级乙等
35916,JG_510000013918,昭觉县古里镇中心卫生院,513431,未评级未评等
35917,JG_510000900471,兴文光明骨科医院,511528,二级乙等
35927,JG_510000170580,彭州佳和医院,510182,一级未评等
35929,JG_510000004414,成都市双流区黄甲社区卫生服务中心,510116,未评级未评等
35935,JG_510000007626,犍为县九井镇卫生院,511123,未评级未评等
35937,JG_510000202702,广元康桥医院,510802,一级未评等
35940,JG_510000183372,乐山肛康中医肛肠医院,511102,二级未评等
35952,JG_510000180518,遂宁安居济康医院,510904,一级乙等
35956,JG_510000010258,宣汉县大成镇卫生院,511722,未评级未评等
35962,JG_510000008038,南充市高坪区鄢家乡卫生院,511303,未评级未评等
35966,JG_510000007952,南充市顺庆区渔溪镇卫生院,511302,未评级未评等
35967,JG_510000011630,平昌县粉壁镇卫生院,511923,未评级未评等
35968,JG_510000009438,江安县红桥镇中心卫生院,511523,未评级未评等
35977,JG_510000006582,广元市朝天区麻柳乡卫生院,510812,未评级未评等
35979,JG_510000166602,美莱医学美容医院,510105,未评级未评等
35980,JG_510000002852,阆中市中医医院,511381,三级乙等
36025,JG_510000008880,阆中市天宫镇卫生院,511381,未评级未评等
36026,JG_510000005650,中江县仓山中心卫生院,510623,未评级未评等
36056,JG_510000004780,邛崃市固驿街道卫生院,510183,未评级未评等
36059,JG_510000007086,遂宁市安居区拦江镇莲花卫生院,510904,未评级未评等
36060,JG_510000915612,中江华音精神病医院,510623,二级未评等
36061,JG_510000001350,四川省第三退役军人医院（四川省退役军人养护院）,510129,未评级未评等
36065,JG_510000005098,攀枝花市仁和区啊喇彝族乡中心卫生院（攀枝花市仁和区啊喇彝族乡妇幼保健站）,510411,未评级未评等
36070,JG_510000014094,冕宁县和爱乡卫生院,513433,未评级未评等
36071,JG_510000010698,万源市古东关街道社区卫生服务中心,511781,未评级未评等
36100,JG_510000001568,自贡市第六人民医院,510303,二级未评等
36101,JG_510000010564,渠县临巴镇中心卫生院,511725,未评级未评等
36139,JG_510000004770,邛崃市文君社区卫生服务中心,510183,未评级未评等
36150,JG_510000001618,荣县新城医院,510321,二级甲等
36187,JG_510000202586,广元济民外科医院,510802,一级未评等
36189,JG_510000005958,三台县新德镇永新卫生院,510722,未评级未评等
36191,JG_510000167452,成都市郫都区唐昌镇卫生院,510117,未评级未评等
36196,JG_510000X13196,成都高新后美医疗美容医院,510199,未评级未评等
36198,JG_510000008870,阆中市二龙镇解元卫生院,511381,未评级未评等
36200,JG_510000007446,资中县重龙镇卫生院（资中县重龙社区卫生服务中心）,511025,未评级未评等
36215,JG_510000011378,通江县胜利乡卫生院,511921,未评级未评等
36217,JG_510000900752,成都铜雀台医学美容医院,510107,未评级未评等
36218,JG_510000003472,雅安市第四人民医院（雅安市精神病医院、雅安市精神卫生中心）,511802,三级甲等
36447,JG_510000010984,汉源县顺河乡卫生院,511823,未评级未评等
36448,JG_510000903117,中江万祥医院,510623,一级未评等
36450,JG_510000002846,西充县妇幼保健院,511325,二级甲等
36463,JG_510000009074,仁寿县汪洋镇松峰卫生院,511421,未评级未评等
36481,JG_510000168908,遂宁君和医院,510903,一级甲等
36495,JG_510000933766,川投西昌医院,513401,三级未评等
36496,JG_510000X65733,绵阳创伤骨科医院,510703,二级乙等
36498,JG_510000003480,雅安市中医医院,511802,三级甲等
36531,JG_510000202590,广元蜀北中医康复医院,510811,二级未评等
36534,JG_510000006564,广元市朝天区大滩镇中心卫生院,510812,未评级未评等
36535,JG_510000006698,青川县茶坝乡卫生院,510822,未评级未评等
36536,JG_510000168602,中江县精神病医院,510623,二级乙等
36555,JG_510000011542,南江县桥亭镇中心卫生院柳湾分院,511922,未评级未评等
36556,JG_510000202028,宜宾中山医院,511502,二级乙等
36560,JG_510000009166,眉山市彭山区青龙街道社区卫生服务中心,511499,未评级未评等
36603,JG_510000011632,平昌县澌岸镇卫生院,511923,未评级未评等
36607,JG_510000013834,布拖县龙潭镇中心卫生院包谷坪分院,513429,未评级未评等
36611,JG_510000008986,眉山市东坡区大石桥街道社区卫生服务中心,511402,未评级未评等
36617,JG_510000004416,四川天府新区永兴卫生院,510110,未评级未评等
36621,JG_510000009856,岳池县苟角镇中心卫生院,511621,未评级未评等
36658,JG_510000010572,渠县贵福镇中心卫生院,511725,未评级未评等
36685,JG_510000X74572,成都高新熙之环亚医疗美容医院,510199,未评级未评等
36686,JG_510000010336,宣汉县厂溪镇卫生院,511722,未评级未评等
36693,JG_510000910017,旌阳善成中医医院,510603,一级未评等
36700,JG_510000001816,古蔺县中医医院,510525,三级乙等
36728,JG_510000013290,木里县博窝乡卫生院,513422,未评级未评等
36730,JG_510000001352,大邑望县中医医院,510129,三级甲等
36811,JG_510000014096,冕宁县健美乡卫生院,513433,未评级未评等
36812,JG_510000160832,达州市通川区人民医院,511702,二级甲等
36858,JG_510000011092,天全县城厢镇卫生院,511825,未评级未评等
36861,JG_510000004662,都江堰市天马镇中心卫生院,510181,未评级未评等
36921,JG_510000013370,盐源县梅子坪镇卫生院,513423,未评级未评等
36924,JG_510000003150,长宁县人民医院,511524,三级乙等
36984,JG_510000007938,峨眉山市符溪镇中心卫生院,511181,未评级未评等
37007,JG_510000175612,自贡中意友好医院,510303,一级甲等
37023,JG_510000010962,汉源县大树中心卫生院,511823,未评级未评等
37024,JG_510000003768,若尔盖县妇幼保健计划生育服务中心,513232,二级乙等
37026,JG_510000001696,米易县人民医院,510421,三级未评等
37117,JG_510000010566,渠县土溪镇中心卫生院,511725,未评级未评等
37123,JG_510000917175,乐至民仁医院,512022,未评级未评等
37125,JG_510000004402,成都市双流区东升社区卫生服务中心,510116,未评级未评等
37134,JG_510000003890,得荣县人民医院,513338,二级甲等
37139,JG_510000006974,苍溪县月山乡卫生院,510824,未评级未评等
37140,JG_510000X87834,宜宾市南溪区仙源街道社区卫生服务中心,511503,未评级未评等
37142,JG_510000013260,木里县李子坪乡卫生院,513422,未评级未评等
37143,JG_510000004246,成都市青白江区大同镇卫生院,510113,未评级未评等
37150,JG_510000174096,什邡国仁医院,510682,一级甲等
37152,JG_510000010322,宣汉县茶河镇卫生院,511722,未评级未评等
37162,JG_510000914440,成都市锦江区第七人民医院,510104,一级未评等
37164,JG_510000011952,简阳市云龙中心卫生院,510185,未评级未评等
37194,JG_510000010052,华蓥市禄市镇卫生院,511681,未评级未评等
37197,JG_510000009076,仁寿县第七人民医院（仁寿县钟祥镇卫生院）,511421,未评级未评等
37212,JG_510000005002,荣县正紫镇卫生院,510321,未评级未评等
37224,JG_510000004902,自贡市贡井区五宝中心卫生院,510303,未评级未评等
37225,JG_510000004032,冕宁县泸沽铁矿职工医院,513433,二级乙等
37237,JG_510000X91366,大竹福康医院,511724,一级未评等
37240,JG_510000009196,洪雅县余坪镇卫生院,511423,未评级未评等
37273,JG_510000002844,西充县人民医院,511325,三级乙等
37379,JG_510000X61669,成都汉和中医治未病医院,510114,一级未评等
37380,JG_510000004506,大邑县安仁镇元兴卫生院、大邑永良医院,510129,未评级未评等
37395,JG_510000011898,乐至县良安镇中心卫生院,512022,未评级未评等
37398,JG_510000000894,成都育才骨科医院,510106,二级未评等
37399,JG_510000000818,四川天祥骨科医院,510106,二级甲等
37409,JG_510000162782,平昌县金宝社区卫生服务中心,511923,未评级未评等
37413,JG_510000009500,长宁县铜鼓镇中心卫生院铜鼓分院,511524,未评级未评等
37416,JG_510000011760,安岳县石羊镇中心卫生院,512021,未评级未评等
37424,JG_510000907784,广汉圣心妇女儿童医院,510681,二级未评等
37430,JG_510000006102,盐亭县黄甸镇中心卫生院,510723,未评级未评等
37452,JG_510000003836,新龙县中藏医院,513329,二级乙等
37453,JG_510000009694,屏山县中都镇中心卫生院,511529,未评级未评等
37469,JG_510000X37167,绵阳兴睿精神病医院,510771,未评级未评等
37474,JG_510000005700,广汉市三水镇卫生院,510681,未评级未评等
37487,JG_510000009404,宜宾市南溪区仙临镇卫生院,511503,未评级未评等
37488,JG_510000173576,大竹东方医院,511724,一级未评等
37500,JG_510000006532,广元市昭化区昭化镇中心卫生院朝阳分院,510811,未评级未评等
37502,JG_510000X92272,西昌小天使妇女儿童医院,513401,二级未评等
37503,JG_510000005480,古蔺县龙山中心卫生院,510525,未评级未评等
37557,JG_510000912913,雅安博爱医院,511803,未评级未评等
37558,JG_510000004550,大邑县出江镇公立卫生院斜源分院,510129,未评级未评等
37560,JG_510000931237,什邡市精神卫生中心,510682,未评级未评等
37561,JG_510000148399,成都市温江区寿安镇中心卫生院,510115,未评级未评等
37570,JG_510000005138,米易县新山傈僳族乡卫生院,510421,未评级未评等
37572,JG_510000010390,开江县梅家乡卫生院,511723,未评级未评等
37581,JG_510000012302,小金县美沃乡卫生院,513227,未评级未评等
37582,JG_510000X31345,绵阳顾连老年病医院,510771,二级未评等
37587,JG_510000008750,西充县凤鸣镇卫生院,511325,未评级未评等
37590,JG_510000005678,德阳市罗江区新盛镇卫生院,510604,未评级未评等
37604,JG_510000159872,夹江县漹城社区卫生服务中心,511126,未评级未评等
37606,JG_510000002916,仁寿县精神卫生保健院,511421,二级未评等
37607,JG_510000X78544,宜宾宜庆精神病医院,511525,一级未评等
37685,JG_510000908145,广元市优抚医院,510802,未评级未评等
37686,JG_510000202106,崇州民仁汾州医院,510184,一级未评等
37691,JG_510000006282,北川羌族自治县擂鼓镇中心卫生院,510726,未评级未评等
37697,JG_510000009338,宜宾市叙州区双龙镇中心卫生院,511504,未评级未评等
37718,JG_510000008078,南充市嘉陵区世阳镇卫生院,511304,未评级未评等
37719,JG_510000906893,安岳力大康精神康复医院,512021,二级未评等
37723,JG_510000203402,成都川蜀血管病医院,510107,二级未评等
37728,JG_510000160334,雅江县中藏医院,513325,二级甲等
37735,JG_510000175380,彭州威立康中医医院,510182,一级未评等
37744,JG_510000002642,夹江县妇幼保健计划生育服务中心（夹江县妇幼保健院、夹江县妇女儿童医院）,511126,二级甲等
37746,JG_510000002532,乐山市市中区人民医院（乐山市第二人民医院）,511102,三级乙等
37806,JG_510000160838,武胜安康医院,511622,一级未评等
37823,JG_510000900049,长宁县竹海镇中心卫生院万里门诊部,511524,未评级未评等
37824,JG_510000011208,巴中市巴州区陇桥社区卫生服务中心,511902,未评级未评等
37825,JG_510000010024,邻水县黎家镇卫生院,511623,未评级未评等
37826,JG_510000188160,马尔康市人民医院,513201,二级甲等
37829,JG_510000014010,昭觉县特布洛乡卫生院,513431,未评级未评等
37835,JG_510000166252,广安星华星医院,511602,一级甲等
37863,JG_510000002936,洪雅县中医医院,511423,三级乙等
37888,JG_510000901966,苍溪百姓老年病专科医院,510824,二级乙等
37889,JG_510000919892,开江民德医院有限责任公司,511723,一级未评等
37895,JG_510000910796,沐川新区中医医院,511129,未评级未评等
37907,JG_510000008794,西充县仙林镇卫生院,511325,未评级未评等
37908,JG_510000002832,蓬安德仁医院,511323,一级未评等
37914,JG_510000159956,泸县长生肾病医院,510521,二级未评等
37915,JG_510000010414,大竹县观音中心卫生院,511724,未评级未评等
37934,JG_510000002392,蓬溪县人民医院,510921,三级未评等
38007,JG_510000911669,渠县博仁医院,511725,一级未评等
38012,JG_510000011548,南江县关坝镇卫生院,511922,未评级未评等
38017,JG_510000004600,成都市新津区普兴街道中心卫生院,510118,未评级未评等
38035,JG_510000011820,安岳县天马乡卫生院,512021,未评级未评等
38042,JG_510000010794,雅安市雨城区草坝镇中心卫生院,511802,未评级未评等
38043,JG_510000008684,仪陇县大仪镇卫生院,511324,未评级未评等
38046,JG_510000000850,成都西区医院,510106,三级甲等
38103,JG_510000009548,高县胜天镇卫生院,511525,未评级未评等
38107,JG_510000004224,成都市龙泉驿区柏合镇公立卫生院,510112,未评级未评等
38110,JG_510000011458,南江县八庙镇卫生院燕山分院,511922,未评级未评等
38111,JG_510000002282,广旺矿区唐家河医院,510821,一级甲等
38113,JG_510000009380,宜宾市南溪区江南镇马家卫生院,511599,未评级未评等
38115,JG_510000901972,南充玉屏医院,511302,未评级未评等
38125,JG_510000001808,叙永县人民医院,510524,三级乙等
38192,JG_510000189040,西充益民医院,511325,二级乙等
38196,JG_510000000954,四川大学华西第四医院,510107,三级甲等
38343,JG_510000002752,南充同星医院,511302,未评级未评等
38351,JG_510000013196,西昌市巴汝镇中心卫生院,513401,未评级未评等
38352,JG_510000001610,荣县妇幼保健院,510321,二级乙等
38357,JG_510000009014,眉山市东坡区思蒙镇卫生院,511402,未评级未评等
38374,JG_510000009848,岳池县龙孔镇卫生院,511621,未评级未评等
38375,JG_510000904729,汉源万隆康宁专科医院,511823,未评级未评等
38377,JG_510000008238,南部县三官镇卫生院,511321,未评级未评等
38378,JG_510000000620,成都锦欣精神病医院,510104,二级甲等
38794,JG_510000010400,开江县讲治镇卫生院,511723,未评级未评等
38801,JG_510000010770,万源市鹰背镇卫生院,511781,未评级未评等
38803,JG_510000008024,南充市高坪区老君社区卫生服务中心,511303,未评级未评等
38811,JG_510000201288,南充龙医官医院,511303,未评级未评等
38824,JG_510000011068,天全县新华乡卫生院,511825,未评级未评等
38825,JG_510000183202,成都天府新区慈道医院,510110,一级未评等
38826,JG_510000001964,德阳市罗江区中医医院,510604,二级甲等
38854,JG_510000014232,越西县拉普镇中心卫生院,513434,未评级未评等
38855,JG_510000007150,蓬溪县高升乡卫生院,510921,未评级未评等
38866,JG_510000202074,自贡名扬医院,510304,一级未评等
38895,JG_510000183694,巴中纯明五官专科医院,511902,一级甲等
38896,JG_510000011702,资阳市雁江区中和镇中心卫生院,512002,未评级未评等
38910,JG_510000007678,犍为县公平卫生院,511123,未评级未评等
38911,JG_510000926964,成都画美医疗美容医院,510104,未评级未评等
38912,JG_510000187644,泸州纳溪康林中医医院,510503,一级未评等
38947,JG_510000006108,盐亭县富驿镇中心卫生院,510723,未评级未评等
38970,JG_510000004422,成都市双流区九江社区卫生服务中心(成都市双流区九江社区医院),510116,未评级未评等
38979,JG_510000011496,南江县和平镇卫生院,511922,未评级未评等
38980,JG_510000903202,邻水华康医院,511623,一级未评等
38988,JG_510000010072,通川区蒲家中心卫生院,511702,未评级未评等
38989,JG_510000201032,石棉容大医院,511824,未评级未评等
38991,JG_510000009716,广安市前锋区代市中心卫生院,511603,未评级未评等
39126,JG_510000005126,米易县丙谷镇中心卫生院,510421,未评级未评等
39141,JG_510000008852,阆中市玉台镇卫生院,511381,未评级未评等
39143,JG_510000009222,洪雅县洪川镇社区卫生服务中心,511423,未评级未评等
39151,JG_510000200822,犍为大众医院,511123,一级未评等
39154,JG_510000148377,成都市温江区永宁街道社区卫生服务中心,510115,未评级未评等
39160,JG_510000007918,峨眉山市新平镇卫生院,511181,未评级未评等
39168,JG_510000904114,南充嘉陵济生中西医结合医院,511304,一级未评等
39194,JG_510000004642,都江堰市龙池镇中心卫生院,510181,未评级未评等
39209,JG_510000013350,盐源县大坡蒙古族乡卫生院,513423,未评级未评等
39210,JG_510000008942,阆中市鹤峰乡卫生院,511381,未评级未评等
39211,JG_510000003840,新龙县妇幼保健计划生育服务中心,513329,二级乙等
39212,JG_510000006928,苍溪县百利镇卫生院,510824,未评级未评等
39214,JG_510000004936,自贡市大安区团结镇卫生院,510304,未评级未评等
39219,JG_510000006730,青川县大院回族乡卫生院,510822,未评级未评等
39222,JG_510000007590,乐山市五通桥区金粟镇桥沟卫生院,511112,未评级未评等
39226,JG_510000X84671,都江堰惠生康复医院,510181,二级未评等
39227,JG_510000008176,南充市嘉陵区里坝镇卫生院,511304,未评级未评等
39228,JG_510000X59530,渠县高桥医院,511725,一级未评等
39245,JG_510000006940,苍溪县白鹤乡卫生院,510824,未评级未评等
39249,JG_510000013124,稻城县俄牙同乡卫生院,513337,未评级未评等
39250,JG_510000011482,南江县侯家镇卫生院,511922,未评级未评等
39251,JG_510000190032,达州田氏骨病医院,511702,未评级未评等
39266,JG_510000014322,美姑县洪溪镇中心卫生院,513436,未评级未评等
39267,JG_510000900167,成都新都静雅医院,510114,未评级未评等
39274,JG_510000001836,德阳市旌阳区中医院,510603,三级乙等
39322,JG_510000203710,广元圣仁康医院,510802,未评级未评等
39323,JG_510000006544,广元市昭化区王家镇中心卫生院晋贤分院,510811,未评级未评等
39331,JG_510000183910,蓬安康爱医院,511323,一级未评等
39345,JG_510000002600,乐山市五通桥区人民医院,511112,二级甲等
39381,JG_510000006634,旺苍县双汇镇卫生院正源分院,510821,未评级未评等
39382,JG_510000011612,平昌县白衣镇中心卫生院,511923,未评级未评等
39390,JG_510000X01062,金阳对坪永康医院有限公司,513430,未评级未评等
39394,JG_510000005406,叙永县龙凤镇兴隆卫生院,510524,未评级未评等
39405,JG_510000003608,成都市第六人民医院资阳分院,512002,未评级未评等
39407,JG_510000005066,富顺县长滩镇卫生院,510322,未评级未评等
39422,JG_510000008516,蓬安县正源镇卫生院,511323,未评级未评等
39424,JG_510000175356,成都温江民生医院,510115,一级未评等
39426,JG_510000003498,雅安市名山区人民医院,511803,二级甲等
39501,JG_510000919484,富顺众信医院,510322,一级未评等
39506,JG_510000006814,剑阁县下寺镇中心卫生院,510823,未评级未评等
39514,JG_510000910350,乐至天颐新区医院,512022,二级乙等
39533,JG_510000004612,成都市新津区五津社区卫生服务中心,510118,未评级未评等
39546,JG_510000187974,宜宾肛泰肛肠医院,511502,二级乙等
39548,JG_510000013844,金阳县派来镇卫生院,513430,未评级未评等
39550,JG_510000011642,平昌县元山镇中心卫生院张公分院,511923,未评级未评等
39552,JG_510000X48947,都江堰润进康复医院,510181,一级未评等
39564,JG_510000002178,平武县妇幼保健计划生育服务中心,510727,二级乙等
39565,JG_510000008412,营山县悦中乡卫生院,511322,未评级未评等
39566,JG_510000900008,筠连一一八中医医院,511527,一级乙等
39567,JG_510000013108,乡城县沙贡乡卫生院,513336,未评级未评等
39568,JG_510000931539,巴中市蓉蓉眼科医院,511902,未评级未评等
39571,JG_510000002958,宜宾市第二中医医院 宜宾市翠屏区中医医院,511502,三级乙等
39602,JG_510000004972,荣县乐德中心卫生院,510321,未评级未评等
39606,JG_510000002430,内江市第六人民医院,511002,二级甲等
39629,JG_510000202780,平昌新区医院,511923,一级乙等
39631,JG_510000925219,富顺福惠新长滩车氏医院,510322,一级未评等
39638,JG_510000006694,青川县乔庄镇中心卫生院,510822,未评级未评等
39640,JG_510000198132,西充府南医院,511325,一级甲等
39642,JG_510000181282,成都神康癫痫医院,510104,一级未评等
39652,JG_510000X85331,万源仁合医院,511781,二级乙等
39674,JG_510000004606,成都市新津区兴义镇中心卫生院,510118,未评级未评等
39704,JG_510000014426,雷波县黄琅镇卫生院,513437,未评级未评等
39705,JG_510000147731,沙湾雷氏医院,511111,一级甲等
39709,JG_510000014286,甘洛县团结乡卫生院,513435,未评级未评等
39710,JG_5100001929492,福民医院,511602,一级未评等
40036,JG_510000007934,峨眉山市高桥镇中心卫生院,511181,未评级未评等
40038,JG_510000013850,金阳县热水河乡卫生院,513430,未评级未评等
40039,JG_510000013210,西昌市樟木箐镇中心卫生院,513401,未评级未评等
40040,JG_510000004472,成都市郫都区骨科医院,510117,二级甲等
40053,JG_510000147545,阆中交通医院,511381,一级甲等
40058,JG_510000012584,丹巴县章谷镇中心卫生院,513323,未评级未评等
40060,JG_510000173428,达川贝康医院,511703,一级未评等
40073,JG_510000008406,营山县东升镇卫生院,511322,未评级未评等
40074,JG_510000004104,成都市青羊区新华少城社区卫生服务中心,510105,未评级未评等
40077,JG_510000004274,成都泰兴医院,510114,一级未评等
40085,JG_510000007602,乐山市五通桥区石麟镇卫生院,511112,未评级未评等
40089,JG_510000917858,渠县渠南街道社区卫生服务中心,511725,未评级未评等
40094,JG_510000010310,宣汉县芭蕉镇卫生院,511722,未评级未评等
40113,JG_510000184220,资中资州医院,511025,二级甲等
40159,JG_510000009870,岳池县新场镇卫生院,511621,未评级未评等
40170,JG_510000010554,大竹县川主乡卫生院,511724,未评级未评等
40178,JG_510000008090,南充市嘉陵区七宝寺镇卫生院,511304,未评级未评等
40180,JG_510000190158,平昌元和医院,511923,一级乙等
40184,JG_510000005400,叙永县两河中心卫生院,510524,未评级未评等
40246,JG_510000176792,金堂大同医院,510121,一级未评等
40256,JG_510000904039,成都双流海尔森老年病医院,510116,未评级未评等
40259,JG_510000004394,四川天府新区万安社区卫生服务中心,510110,未评级未评等
40260,JG_510000198118,南充东江医院,511303,未评级未评等
40320,JG_510000189948,绵阳德康疼痛医院,510771,二级乙等
40321,JG_510000004534,大邑县安仁镇公立卫生院苏家分院,510129,未评级未评等
40324,JG_510000010720,万源市大竹中心卫生院,511781,未评级未评等
40329,JG_510000007232,大英县玉峰中心卫生院,510923,未评级未评等
40332,JG_510000008828,西充县多扶镇扶君卫生院,511325,未评级未评等
40334,JG_510000902248,绵竹东区医院,510683,一级未评等
40336,JG_510000011864,安岳县高屋乡卫生院,512021,未评级未评等
40338,JG_510000004000,宁南县妇幼保健计划生育服务中心（宁南县妇幼保健院）,513427,二级乙等
40340,JG_5100001929893,旺苍德康骨科医院,510821,二级未评等
40344,JG_510000908216,成都双流瑞璟中西医结合医院,510116,一级未评等
40350,JG_510000931123,射洪佰信综合医院,510981,一级甲等
40355,JG_510000910329,泸州中科胃肠病医院,510504,二级未评等
40377,JG_510000006446,广元市利州区龙潭乡卫生院,510802,未评级未评等
