疾病编码,总费用,总住院天数,总住院次数,总人数,平均费用,平均住院次数
G04.800x007,127431.79,111,9,8,14159.08778,1.125
G04.912,71706.89,109,9,8,7967.432222,1.125
G11.200x041,76496.93,106,9,8,8499.658889,1.125
G25.800,25350.55,77,9,8,2816.727778,1.125
G47.300x031,96278.24,114,27,24,3565.860741,1.125
G47.303,63154.9,110,18,16,3508.605556,1.125
G51.002,3175784.78,10143,711,632,4466.64526,1.125
G52.201,158732.09,323,27,24,5878.966296,1.125
G56.401,384966.74,566,63,56,6110.583175,1.125
G83.800x003,242437.09,372,9,8,26937.45444,1.125
G95.808,100504.9,52,9,8,11167.21111,1.125
H15.100,18993.31,49,9,8,2110.367778,1.125
H16.302,67705.33,64,9,8,7522.814444,1.125
H16.805,33917.41,74,9,8,3768.601111,1.125
H34.200x003,79852.48,66,9,8,8872.497778,1.125
H43.200x001,111761.35,25,9,8,12417.92778,1.125
H47.300x012,76355.45,117,18,16,4241.969444,1.125
H49.810,244975.67,292,45,40,5443.903778,1.125
H51.801,40331.35,60,9,8,4481.261111,1.125
H60.002,33627.87,109,18,16,1868.215,1.125
H60.400x001,123623.32,155,45,40,2747.184889,1.125
H93.300,52941.21,50,9,8,5882.356667,1.125
I21.000x002,488603.2,192,27,24,18096.41481,1.125
I21.200x025,132958.52,46,9,8,14773.16889,1.125
I21.200x041,1334242.94,387,54,48,24708.20259,1.125
I21.900x001,729881.74,379,54,48,13516.32852,1.125
I21.900x013,78645.31,48,9,8,8738.367778,1.125
I33.000,451256.29,1140,90,80,5013.958778,1.125
I61.000x008,232131.39,183,9,8,25792.37667,1.125
I61.000x011,105094.05,101,9,8,11677.11667,1.125
I61.900x008,267914.1,169,27,24,9922.744444,1.125
I61.901,193933.77,210,9,8,21548.19667,1.125
I65.800x001,43564.9,48,9,8,4840.544444,1.125
I66.300x005,42758.49,72,9,8,4750.943333,1.125
I66.800x007,84647.54,82,9,8,9405.282222,1.125
I67.100x041,1265078.58,464,45,40,28112.85733,1.125
I70.200x021,604318.83,129,18,16,33573.26833,1.125
I70.209,425132.96,408,36,32,11809.24889,1.125
I72.103,84000.63,61,9,8,9333.403333,1.125
I72.302,545413.01,67,9,8,60601.44556,1.125
J10.100x004,252982.49,366,72,64,3513.645694,1.125
J15.600，,35471.53,82,9,8,3941.281111,1.125
J34.007,198424.24,367,45,40,4409.427556,1.125
J63.800x003,113157.2,70,9,8,12573.02222,1.125
J69.800,32632.44,58,9,8,3625.826667,1.125
J95.002,130261.23,283,27,24,4824.49,1.125
K03.800x005,20041.16,57,9,8,2226.795556,1.125
K10.210,241214.08,314,27,24,8933.854815,1.125
K10.805,83495.82,36,9,8,9277.313333,1.125
K11.500,69607.38,51,9,8,7734.153333,1.125
K12.100x013,73623.34,200,27,24,2726.79037,1.125
K12.101,85851.08,144,27,24,3179.66963,1.125
K12.208,113688.12,147,18,16,6316.006667,1.125
K13.203,243064.1,235,36,32,6751.780556,1.125
K28.200,170926.5,97,9,8,18991.83333,1.125
K43.000x012,840883.1,473,54,48,15571.90926,1.125
K52.000,158009.53,280,36,32,4389.153611,1.125
K55.200x022,128170.26,61,9,8,14241.14,1.125
K56.202,232975.14,130,9,8,25886.12667,1.125
K57.101,77760.92,117,9,8,8640.102222,1.125
K58.800,18984.83,42,9,8,2109.425556,1.125
K59.400,38908.51,40,9,8,4323.167778,1.125
K62.808,88405.81,66,9,8,9822.867778,1.125
K63.100,1766633.14,1011,135,120,13086.17141,1.125
K63.100x001,792128.61,386,45,40,17602.858,1.125
K63.214,373487.14,508,36,32,10374.64278,1.125
K63.800,290625.44,193,27,24,10763.90519,1.125
K70.201,250046.03,313,36,32,6945.723056,1.125
K75.400x001,115098.3,119,9,8,12788.7,1.125
K76.000x012,70710.25,67,9,8,7856.694444,1.125
K83.008,2036729.19,2225,261,232,7803.560115,1.125
K86.800,363382.01,338,18,16,20187.88944,1.125
K86.817,328095.8,130,18,16,18227.54444,1.125
K92.100,69015.16,145,27,24,2556.117037,1.125
L02.000x003,214680.33,425,63,56,3407.624286,1.125
L02.400x009,75950.84,176,18,16,4219.491111,1.125
L23.600,22883.9,47,9,8,2542.655556,1.125
L51.100,118820.94,161,18,16,6601.163333,1.125
L89.000,133018.59,341,27,24,4926.614444,1.125
L89.000x001,409714.88,393,18,16,22761.93778,1.125
L89.100x004,60360.84,180,9,8,6706.76,1.125
L89.300x006,103642.84,124,9,8,11515.87111,1.125
L90.500x006,157624.46,74,18,16,8756.914444,1.125
L90.500x040,70842.46,98,9,8,7871.384444,1.125
L90.901,506845.22,98,27,24,18772.04519,1.125
L92.200,72068.55,57,9,8,8007.616667,1.125
L92.801,92961.58,103,18,16,5164.532222,1.125
L92.903,525375.25,796,135,120,3891.668519,1.125
M00.200x051,88223.91,104,9,8,9802.656667,1.125
M19.900x093,74424.66,122,18,16,4134.703333,1.125
M20.000x011,107381.78,113,18,16,5965.654444,1.125
M23.800x021,1634481.43,640,54,48,30268.17463,1.125
M24.905,30708.29,84,9,8,3412.032222,1.125
M25.005,37402.23,62,9,8,4155.803333,1.125
M40.100,1024658.23,248,18,16,56925.45722,1.125
M46.300x091,395917.68,497,18,16,21995.42667,1.125
M47.101+,1154357,3088,342,304,3375.312865,1.125
M47.800x032,37484.67,62,9,8,4164.963333,1.125
M62.502,54377.46,135,9,8,6041.94,1.125
M62.503,95425.79,134,18,16,5301.432778,1.125
M62.800x101,56710.61,65,9,8,6301.178889,1.125
M62.817,43487.29,86,9,8,4831.921111,1.125
"M65.906,",82073.62,242,36,32,2279.822778,1.125
M72.602,284696.43,199,9,8,31632.93667,1.125
M72.608,153479.57,286,18,16,8526.642778,1.125
M72.900x084,378728.55,307,45,40,8416.19,1.125
M76.600x001,912309.7,473,63,56,14481.10635,1.125
M77.000,15578.75,44,9,8,1730.972222,1.125
M77.400,144843.22,156,18,16,8046.845556,1.125
M84.100x063,633509.96,531,54,48,11731.66593,1.125
M85.000x005,479022.03,252,27,24,17741.55667,1.125
M85.600x042,138880.09,148,27,24,5143.707037,1.125
M85.600x043,68004.77,54,9,8,7556.085556,1.125
M85.602,81593.19,76,9,8,9065.91,1.125
M86.900x002,100978.73,118,9,8,11219.85889,1.125
M86.903,1734850.89,1519,90,80,19276.121,1.125
M89.913,99223.92,61,9,8,11024.88,1.125
M89.919,907520.2,869,135,120,6722.371852,1.125
M89.923,43037.1,68,9,8,4781.9,1.125
M99.100,18425.05,64,9,8,2047.227778,1.125
N05.100x004,62326.06,91,9,8,6925.117778,1.125
N18.900x001,254099.7,227,27,24,9411.1,1.125
N32.802,71009.35,63,9,8,7889.927778,1.125
N35.100x001,162187.95,220,27,24,6006.961111,1.125
N39.405,172024.55,235,36,32,4778.459722,1.125
"N40.x00,",20879.67,43,9,8,2319.963333,1.125
N43.001,38348.12,39,9,8,4260.902222,1.125
N48.203,438212.36,938,99,88,4426.387475,1.125
N50.806,38567.44,72,9,8,4285.271111,1.125
N50.811,97881.53,243,45,40,2175.145111,1.125
N50.817,82817.11,154,9,8,9201.901111,1.125
N88.100,39974.02,43,9,8,4441.557778,1.125
N90.800x010,22190.58,36,9,8,2465.62,1.125
N90.802,59197.54,49,9,8,6577.504444,1.125
N98.100x001,2431955.69,2661,396,352,6141.302247,1.125
N99.900,61158.17,61,9,8,6795.352222,1.125
O08.301,387211.22,113,18,16,21511.73444,1.125
O11.x00,126253.81,96,18,16,7014.100556,1.125
O26.601,293820.82,473,54,48,5441.126296,1.125
O26.805,134392.89,148,36,32,3733.135833,1.125
O35.100x003,33752.6,52,9,8,3750.288889,1.125
O35.800x011,50799.93,50,9,8,5644.436667,1.125
O35.900x001,145287.39,161,27,24,5381.014444,1.125
O69.400x001,65549.7,46,9,8,7283.3,1.125
O86.800x001,33067.21,55,9,8,3674.134444,1.125
O98.301,291958.52,342,63,56,4634.262222,1.125
O99.103,63940.24,45,9,8,7104.471111,1.125
O99.309,55861.99,47,9,8,6206.887778,1.125
O99.402,235158.56,162,18,16,13064.36444,1.125
O99.800x413,63081.61,40,9,8,7009.067778,1.125
P23.100,101733.52,98,9,8,11303.72444,1.125
P29.100,165143.23,86,18,16,9174.623889,1.125
P36.301,64562.98,60,9,8,7173.664444,1.125
P55.002,137510.4,85,9,8,15278.93333,1.125
Q03.900,373256.37,96,9,8,41472.93,1.125
Q10.304,53277.33,64,18,16,2959.851667,1.125
Q27.800x024,67393.33,32,9,8,7488.147778,1.125
Q62.103,289933.65,121,9,8,32214.85,1.125
Q64.400x301,189269.39,119,9,8,21029.93222,1.125
Q65.200,301309.4,181,18,16,16739.41111,1.125
Q85.900x027,45084.29,74,9,8,5009.365556,1.125
R20.100,49095.19,97,9,8,5455.021111,1.125
R29.100,50653.9,56,9,8,5628.211111,1.125
R40.100x002,653342.5,449,18,16,36296.80556,1.125
R47.000x001,540676.5,811,72,64,7509.395833,1.125
R57.803,199416.31,284,36,32,5539.341944,1.125
R76.100,76322.7,82,18,16,4240.15,1.125
R77.100,53941.61,51,9,8,5993.512222,1.125
R93.401,28184.15,27,9,8,3131.572222,1.125
S01.300x031,32119.22,60,9,8,3568.802222,1.125
S02.100x008,190053.09,375,54,48,3519.501667,1.125
S02.411,332362.96,215,18,16,18464.60889,1.125
S02.600x031,227953.11,225,9,8,25328.12333,1.125
S05.200,333188.01,294,45,40,7404.178,1.125
S05.202,105247.8,96,18,16,5847.1,1.125
S05.209,60892.94,65,9,8,6765.882222,1.125
S06.100x001,221297.01,122,9,8,24588.55667,1.125
S10.000x003,20217.94,39,9,8,2246.437778,1.125
S13.100x082,311708.1,122,9,8,34634.23333,1.125
S13.400x006,61300.83,61,9,8,6811.203333,1.125
S14.001,110600.68,121,9,8,12288.96444,1.125
S20.200x003,157191.07,366,27,24,5821.891481,1.125
S31.301,133853.35,56,9,8,14872.59444,1.125
S32.110,309894.58,183,9,8,34432.73111,1.125
S32.700,4206523.55,3266,99,88,42490.13687,1.125
S36.700,296801.11,137,9,8,32977.90111,1.125
S36.800,183328.96,209,27,24,6789.961481,1.125
S37.100,304962.7,268,18,16,16942.37222,1.125
S39.900x004,96564.76,141,18,16,5364.708889,1.125
S46.200,60517.42,155,18,16,3362.078889,1.125
S51.800,262225.4,360,36,32,7284.038889,1.125
S52.100x091,149382.9,103,9,8,16598.1,1.125
S61.701,389024.33,397,54,48,7204.154259,1.125
S63.000x081,355224.8,263,27,24,13156.47407,1.125
S65.100,484028.02,265,36,32,13445.22278,1.125
S66.200x004,101370.66,125,18,16,5631.703333,1.125
S68.400,268570.98,225,18,16,14920.61,1.125
S70.900,51487.26,147,27,24,1906.935556,1.125
S82.111,189859.88,147,9,8,21095.54222,1.125
S86.700x002,861517.95,1261,99,88,8702.201515,1.125
S91.300x821,158305.81,145,9,8,17589.53444,1.125
T01.600,67479.9,84,9,8,7497.766667,1.125
T03.400x003,640726.23,830,90,80,7119.180333,1.125
T19.800x002,25111,33,9,8,2790.111111,1.125
T23.200x002,81598.35,137,18,16,4533.241667,1.125
T41.000,132561.53,159,9,8,14729.05889,1.125
T44.500,11265.6,20,9,8,1251.733333,1.125
T57.000x001,71208.87,58,9,8,7912.096667,1.125
T57.100,13468.96,20,9,8,1496.551111,1.125
T68.x00,53383.24,29,9,8,5931.471111,1.125
T78.000,18860.16,24,9,8,2095.573333,1.125
T79.501,554837.96,345,27,24,20549.55407,1.125
T81.407,479041.03,845,81,72,5914.08679,1.125
T81.804,88991.08,51,9,8,9887.897778,1.125
T83.001,48903.15,54,9,8,5433.683333,1.125
T84.000x012,1726993.17,702,54,48,31981.355,1.125
T85.704,37076.41,41,9,8,4119.601111,1.125
T88.600,117477.31,65,9,8,13053.03444,1.125
T92.400x003,215683.81,302,18,16,11982.43389,1.125
T92.500x022,74072.82,57,9,8,8230.313333,1.125
T93.500x002,113936.81,138,9,8,12659.64556,1.125
T95.200x002,80174.65,122,9,8,8908.294444,1.125
Z09.400,555162.95,968,117,104,4744.982479,1.125
Z35.101,56148.76,63,9,8,6238.751111,1.125
Z47.800x003,102043.63,78,9,8,11338.18111,1.125
Z54.000x004,10092.49,28,9,8,1121.387778,1.125
L03.107,15762095.21,31435,3665,3258,4300.708106,1.124923266
H00.003,2584975.18,5974,1181,1050,2188.802015,1.124761905
K14.805,3213297.69,2647,586,521,5483.443157,1.124760077
O42.000x001,207177063.3,107504,27082,24079,7649.991261,1.124714481
T29.200x001,8160390.37,9036,767,682,10639.36163,1.124633431
Q24.501,40911290.57,30347,5569,4952,7346.254367,1.124596123
R10.400x002,7057944.42,9651,1616,1437,4367.539864,1.124565066
D62.x00x002,2806738.06,2183,289,257,9711.896401,1.124513619
H61.100x004,2506225.11,3584,849,755,2951.973039,1.124503311
N45.907,20730986.98,53897,6485,5767,3196.75975,1.124501474
E11.505,3240628.6,4291,271,241,11958.03911,1.124481328
E11.800,56012081.51,101114,11542,10265,4852.892177,1.124403312
E11.001,12306360.15,10423,1139,1013,10804.53042,1.124383021
K35.000x009,19430835.86,13948,1564,1391,12423.80809,1.124370956
O00.113,5299539.51,2639,597,531,8876.950603,1.124293785
R51.x00,22696219.7,37407,6716,5974,3379.425208,1.124204888
B02.201+G53.0*,567956.16,1444,163,145,3484.39362,1.124137931
O00.107,7563115.08,4019,815,725,9279.895804,1.124137931
P07.300,1974994.72,1613,163,145,12116.53202,1.124137931
S05.300x003,1936286.11,2377,652,580,2969.763972,1.124137931
J16.000,8184564.42,12454,1585,1410,5163.763041,1.124113475
N02.900,274462.08,915,145,129,1892.841931,1.124031008
S32.000x011,337536287.1,237047,19293,17166,17495.27223,1.123907725
A49.002,2295125.85,1946,127,113,18071.85709,1.123893805
Q53.902,7334639.48,6055,1234,1098,5943.792123,1.123861566
M54.600,1418937.93,2674,363,323,3908.919917,1.123839009
I89.010,552032.92,951,118,105,4678.245085,1.123809524
M84.100x032,1724331.96,1338,118,105,14612.98271,1.123809524
H16.803,1205200.85,3604,627,558,1922.170415,1.123655914
H91.900x002,1730883.85,3088,418,372,4140.870455,1.123655914
K40.305,3516959.88,2106,309,275,11381.74718,1.123636364
A41.505,2326112.14,1512,100,89,23261.1214,1.123595506
H15.803,1159095.93,299,100,89,11590.9593,1.123595506
I60.000x011,15212567.8,2873,200,178,76062.839,1.123595506
S44.200x001,1070103.97,1829,100,89,10701.0397,1.123595506
S71.101,3488095.3,2941,200,178,17440.4765,1.123595506
B01.900x001,7432758.36,18151,3164,2816,2349.165095,1.123579545
I50.900x008,5418979.47,6411,673,599,8051.975438,1.123539232
S83.500x031,5652856.43,2658,191,170,29596.10696,1.123529412
K63.501,16646848.49,14715,3294,2932,5053.688066,1.123465211
L02.100x003,465616.87,886,91,81,5116.668901,1.12345679
M84.100x031,1478497.37,989,91,81,16247.22385,1.12345679
O34.500x005,926585.06,429,91,81,10182.25341,1.12345679
R09.100x002,373356.16,647,91,81,4102.814945,1.12345679
R74.000x001,281038.81,659,91,81,3088.338571,1.12345679
G31.902,10981090.65,28891,2932,2610,3745.25602,1.123371648
A41.804,2953573.76,1145,82,73,36019.1922,1.123287671
K11.211,2099122.63,5094,820,730,2559.905646,1.123287671
M02.900,735073.24,898,82,73,8964.307805,1.123287671
Q24.807,1668224.73,713,82,73,20344.20402,1.123287671
S06.700x006,10909792.34,9500,565,503,19309.36697,1.123260437
M10.903,5659507.38,8511,884,787,6402.15767,1.123252859
H46.x01,991786.21,1492,228,203,4349.939518,1.123152709
L03.100x013,802593.2,1604,228,203,3520.145614,1.123152709
O00.807,29372708.08,21376,5000,4452,5874.541616,1.123090746
I61.500,2696520.75,2027,146,130,18469.32021,1.123076923
I85.901,386378.39,439,73,65,5292.854658,1.123076923
L98.804,425946.23,631,73,65,5834.879863,1.123076923
N13.600x002,1782731.76,1434,146,130,12210.49151,1.123076923
S22.000x006,1035538.61,1687,146,130,7092.730205,1.123076923
S98.200x002,2494336.81,1407,73,65,34168.9974,1.123076923
Z42.006,1125330.53,414,73,65,15415.48671,1.123076923
S52.011,2321619.56,2106,137,122,16946.12818,1.12295082
G41.001,2694762.89,2187,265,236,10168.91657,1.122881356
I63.200,20122656.76,19717,1691,1506,11899.85616,1.122841965
O00.900,19620852.09,39607,5970,5317,3286.574889,1.122813617
B44.100,1114254.81,894,64,57,17410.23141,1.122807018
D21.200x013,873860.35,737,128,114,6827.033984,1.122807018
I49.900x002,1057416.84,1504,192,171,5507.379375,1.122807018
K80.306,6913042.86,4812,512,456,13502.03684,1.122807018
L40.103,172898.03,458,64,57,2701.531719,1.122807018
O71.801,940444.64,847,64,57,14694.4475,1.122807018
L08.900x017,12242981.37,19850,1710,1523,7159.638228,1.122783979
O14.000,1472807.33,1134,183,163,8048.127486,1.122699387
T43.900,636238.65,695,238,212,2673.271639,1.122641509
I95.101,2370659.36,2702,449,400,5279.864944,1.1225
B34.800x003,477038.69,750,110,98,4336.715364,1.12244898
K40.303,497428.49,409,55,49,9044.154364,1.12244898
S62.400,1692385.55,1658,165,147,10256.88212,1.12244898
J44.800,5438482.33,15403,2632,2345,2066.292679,1.12238806
T93.104,4260466.75,3663,266,237,16016.79229,1.122362869
O82.000,41469112.02,27979,4862,4332,8529.229128,1.122345337
S82.610,7282389.67,7155,367,327,19843.02362,1.122324159
R55.x00x014,2411318.3,2497,569,507,4237.81775,1.122287968
L85.801,1087086.56,1325,257,229,4229.908794,1.122270742
O69.205,1754271.23,1024,202,180,8684.51104,1.122222222
S12.900x004,2103981.11,3313,248,221,8483.794798,1.122171946
T46.900x001,2583328.82,1166,294,262,8786.832721,1.122137405
S27.200,36244977.91,23023,1682,1499,21548.73835,1.122081388
O99.004,13508795.43,8730,2004,1786,6740.915883,1.12206047
O65.400x002,11769592.42,7571,1223,1090,9623.542453,1.122018349
S42.401,51325465.08,46179,5207,4641,9857.012691,1.121956475
A15.605,538024.65,538,46,41,11696.18804,1.12195122
C78.801,623409.69,630,46,41,13552.38457,1.12195122
D12.900x001,490650.57,544,92,82,5333.15837,1.12195122
D33.200x001,6331171.47,2959,276,246,22939.02707,1.12195122
E11.200x215,831922.19,899,92,82,9042.6325,1.12195122
I62.000x003,2839989.63,1055,92,82,30869.4525,1.12195122
K70.307+I98.3*,475595.98,314,46,41,10339.04304,1.12195122
K86.104,292621.65,394,46,41,6361.340217,1.12195122
L24.800x002,322530.3,746,138,123,2337.176087,1.12195122
M86.914,3396274.56,3786,230,205,14766.41113,1.12195122
N35.900x003,866659.29,1114,184,164,4710.104837,1.12195122
O26.900x107,96657.53,188,46,41,2101.250652,1.12195122
S96.100x002,284312.84,335,46,41,6180.713913,1.12195122
E87.500,4955179.99,5641,1141,1017,4342.839606,1.121927237
H60.400,1631167.85,1617,313,279,5211.398882,1.121863799
T84.803,2631672.05,4536,350,312,7519.063,1.121794872
Z86.703,825992.13,2396,304,271,2717.079375,1.121771218
N85.001,12757345.69,11150,2801,2497,4554.568258,1.121746095
E78.200x001,326329.74,301,129,115,2529.687907,1.12173913
K76.700x001,1198218.77,873,129,115,9288.517597,1.12173913
J36.x00,11455863.44,22209,3992,3559,2869.705271,1.121663389
M51.901,12322702.12,21687,2646,2359,4657.105865,1.121661721
S56.500x002,1042230.47,1006,166,148,6278.496807,1.121621622
G44.100x003,25806088.91,35138,5469,4876,4718.611978,1.121616079
K59.900x001,5477051.31,7714,1550,1382,3533.58149,1.121562952
N43.300,13957508.39,8065,2344,2090,5954.568426,1.1215311
J93.100x002,3778777.67,3159,360,321,10496.60464,1.121495327
S43.100,40392136.34,36772,3056,2725,13217.3221,1.12146789
M16.900x002,9179482.38,6300,554,494,16569.46278,1.12145749
M00.900x061,14139179.14,18278,1570,1400,9005.846586,1.121428571
L08.906,1916449.87,3194,425,379,4509.293812,1.121372032
S62.600x031,3539527.4,4872,656,585,5395.621037,1.121367521
S22.000x021,9793470.24,7910,610,544,16054.86925,1.121323529
I20.800x013,4597750.32,3307,527,470,8724.383909,1.121276596
B49.x14,586430.93,486,37,33,15849.48459,1.121212121
C60.000,360291.12,342,37,33,9737.597838,1.121212121
D33.401,1934738.26,595,37,33,52290.22324,1.121212121
D51.900,708087.15,774,111,99,6379.163514,1.121212121
I63.801*001,250682.6,388,37,33,6775.205405,1.121212121
J84.800x003,428485.8,581,74,66,5790.348649,1.121212121
K65.905,612980.17,536,74,66,8283.515811,1.121212121
K74.610,650608.49,328,37,33,17584.01324,1.121212121
M71.303,822798.94,902,185,165,4447.561838,1.121212121
N80.800,278522.06,214,37,33,7527.623243,1.121212121
O99.616,773555.91,527,111,99,6968.972162,1.121212121
Q40.209,397798.92,366,74,66,5375.661081,1.121212121
T11.400,459891.53,289,37,33,12429.50081,1.121212121
K41.900x011,9562470.63,5809,1037,925,9221.283153,1.121081081
I49.500x001,32939940.21,6673,750,669,43919.92028,1.121076233
S82.100x085,26279177.88,18627,1593,1421,16496.65906,1.12104152
J38.705,2758236.44,2455,389,347,7090.582108,1.121037464
S31.001,672779.62,958,176,157,3822.611477,1.121019108
H81.400,4778269.27,9826,1464,1306,3263.84513,1.120980092
J36.x00x001,1409661.55,2253,380,339,3709.635658,1.120943953
I62.900,6973653.6,4979,482,430,14468.161,1.120930233
G40.300,395203.2,506,102,91,3874.541176,1.120879121
M24.002,1155910.22,614,102,91,11332.45314,1.120879121
K66.002,11511812.55,15169,2272,2027,5066.818904,1.120868278
K35.900,89446755.13,97076,18467,16476,4843.599671,1.120842437
S06.302,9837436.91,6469,436,389,22562.92869,1.120822622
J45.903,6034949.23,12840,1809,1614,3336.069226,1.120817844
S82.010,10948614.58,10462,668,596,16390.14159,1.120805369
I67.800x003,52370271.34,89352,13009,11607,4025.695391,1.120789179
K52.906,5159606.11,7244,1197,1068,4310.447878,1.120786517
D21.000x008,437565.07,352,65,58,6731.770308,1.120689655
G93.400x005,1165281.51,767,65,58,17927.40785,1.120689655
J32.004,209035.55,482,65,58,3215.931538,1.120689655
K26.501,12191466.17,6215,520,464,23445.12725,1.120689655
T23.300x006,1260246.6,1448,65,58,19388.40923,1.120689655
S22.000x061,250256015.9,180020,15355,13702,16298.01471,1.120639323
S36.000,4511162.54,3801,353,315,12779.49728,1.120634921
I10.x00x024,1678566.15,2064,316,282,5311.918196,1.120567376
O86.401,419419.95,695,158,141,2654.556646,1.120567376
O99.207,4065761.22,3013,623,556,6526.101477,1.120503597
G57.000,4299471.76,10407,995,888,4321.077146,1.120495495
O13.x02,20590766.27,15168,2548,2274,8081.148458,1.120492524
C16.800,2625405.94,1177,93,83,28230.1714,1.120481928
K22.600,682185.29,600,93,83,7335.325699,1.120481928
O01.101,1164497.41,1554,279,249,4173.825842,1.120481928
O12.100,631176.44,431,93,83,6786.843441,1.120481928
I70.200,1919848.09,1464,121,108,15866.51314,1.12037037
K62.902,732328.47,705,121,108,6052.301405,1.12037037
T84.805,979493.09,1604,121,108,8094.984215,1.12037037
D10.300x005,1730037.34,1245,391,349,4424.647928,1.12034384
C76.001,2243455.05,2531,326,291,6881.763957,1.120274914
K12.213,1923762.45,3054,382,341,5036.027356,1.120234604
T50.900x001,16248832.03,14599,5544,4949,2930.886008,1.120226308
S01.700,968100.19,1591,205,183,4722.439951,1.120218579
S91.200,1447627.03,2226,261,233,5546.463716,1.120171674
M51.100+,100231262.7,378685,40701,36339,2462.62408,1.120036325
B00.100,292462.3,929,140,125,2089.016429,1.12
D28.200x002,353861.35,166,28,25,12637.90536,1.12
D41.400,400991.53,318,28,25,14321.12607,1.12
E05.100,206355.27,150,28,25,7369.831071,1.12
F05.001,260999.03,287,28,25,9321.393929,1.12
F42.800,874951.7,670,28,25,31248.275,1.12
G52.902,189838.07,208,28,25,6779.931071,1.12
H40.100x004,112878.83,120,28,25,4031.386786,1.12
I69.000,224859.61,606,56,50,4015.350179,1.12
J10.800x001,608734.68,244,28,25,21740.52429,1.12
K10.200x021,278062.63,423,56,50,4965.404107,1.12
K91.821,122704.28,249,28,25,4382.295714,1.12
L85.100,139430.92,271,28,25,4979.675714,1.12
L89.108,128058.65,319,28,25,4573.523214,1.12
M25.608,6146571.95,13005,644,575,9544.366382,1.12
M35.009+G63.5*,207866.79,250,28,25,7423.813929,1.12
M91.200,758838.25,250,28,25,27101.36607,1.12
N28.808,271233.21,126,28,25,9686.900357,1.12
O00.200,1458570.83,1410,224,200,6511.47692,1.12
O63.000x001,270113.57,180,28,25,9646.913214,1.12
Q55.601,286795.16,127,28,25,10242.68429,1.12
S90.100,89273.01,183,28,25,3188.321786,1.12
T42.403,215218.25,200,56,50,3843.183036,1.12
T45.202,25187.95,66,28,25,899.5696429,1.12
O41.800x011,4937810.84,3996,831,742,5942.010638,1.119946092
L72.100x005,1322995.63,1991,495,442,2672.718444,1.119909502
S12.900x001,12924330.3,11024,757,676,17073.09155,1.119822485
R07.400,26896817.17,40423,8432,7530,3189.850234,1.119787517
B02.801+H62.1*,2252372.76,4857,589,526,3824.062411,1.119771863
K26.900x002,28397035.61,43339,6414,5728,4427.351982,1.11976257
M25.602,8035490.98,14507,907,810,8859.416736,1.119753086
N50.816,861051.72,953,159,142,5415.419623,1.11971831
S32.300,40181540.42,40816,2900,2590,13855.70359,1.11969112
R55.x01,2802929.67,3578,842,752,3328.895095,1.119680851
E14.500x050,4864344.82,6960,524,468,9283.100802,1.11965812
L89.200x008,2119769.47,3343,131,117,16181.44634,1.11965812
O03.904,245508.09,458,131,117,1874.107557,1.11965812
S39.900x007,508943.32,845,131,117,3885.063511,1.11965812
S42.200x101,7346981.21,5958,524,468,14020.95651,1.11965812
C02.200,3662511.81,1250,103,92,35558.36709,1.119565217
O98.806,6222825.29,4598,993,887,6266.692135,1.119503946
G43.900,17371198.53,27520,4403,3933,3945.309682,1.119501653
Z09.000,846112.39,661,178,159,4753.440393,1.119496855
S32.000x031,84741576.31,61503,4900,4377,17294.19925,1.119488234
J84.109,3767651.2,4119,431,385,8741.650116,1.119480519
K52.908,5629774.22,8401,1190,1063,4730.902706,1.119473189
K22.900,519863.25,468,75,67,6931.51,1.119402985
O99.400x008,1049313.93,570,75,67,13990.8524,1.119402985
S92.110,1865326.19,1412,75,67,24871.01587,1.119402985
J96.000x001,52937923.87,41332,3451,3083,15339.87942,1.119364256
T15.000,2082145.64,3824,1088,972,1913.736801,1.119341564
L21.900,532817.63,1301,197,176,2704.65802,1.119318182
O69.101,181185078.2,120326,25690,22952,7052.747302,1.119292436
I10.x00,15205792.12,31282,5039,4502,3017.62098,1.11928032
I65.200x001,28451575.42,16535,1783,1593,15957.13708,1.119271814
S63.000x011,1106096.55,1146,122,109,9066.365164,1.119266055
I67.201,2122515.69,3064,413,369,5139.263172,1.119241192
R02.x00,3282319.05,2887,169,151,19422.00621,1.119205298
D69.000x023,694691.01,1817,263,235,2641.410684,1.119148936
M75.300,5272983.36,4387,498,445,10588.32,1.119101124
A17.803+,1070177.32,884,47,42,22769.73021,1.119047619
B00.500,133747.93,347,47,42,2845.700638,1.119047619
C95.100,401706.19,397,47,42,8546.940213,1.119047619
D21.202,509914.15,470,94,84,5424.618617,1.119047619
D36.709,184011.69,268,47,42,3915.14234,1.119047619
F33.000x001,339204.06,762,47,42,7217.10766,1.119047619
I66.902,417120.63,344,47,42,8874.907021,1.119047619
L08.003,199400.9,479,47,42,4242.57234,1.119047619
O99.701,187026,222,47,42,3979.276596,1.119047619
Q52.103,266637.99,235,47,42,5673.148723,1.119047619
R93.201,143474.84,363,47,42,3052.65617,1.119047619
S02.501,243286.51,444,47,42,5176.308723,1.119047619
S05.500,370631.33,411,47,42,7885.772979,1.119047619
S46.200x001,302603.66,324,47,42,6438.375745,1.119047619
S86.300x005,361990.92,362,47,42,7701.934468,1.119047619
Z85.006,176543.05,302,47,42,3756.235106,1.119047619
Z85.300,276657.48,363,94,84,2943.164681,1.119047619
S52.101,38246450.63,38417,3686,3294,10376.13962,1.11900425
